time,x,z,vx,vz,theta,omega,delta,T_cmd,delta_d
0.33,0.0809909778996671,-0.144242736383481,0.448168117184717,-1.18106089315873,-0.110929383266859,4.50836668100842,0.192229343405429,1.09721680887498,0.0831573200495186
0.332,0.081885338964433,-0.146594983854888,0.446598147580435,-1.18015395978261,-0.101906712799293,4.56406263225899,0.186987724929795,1.0483069739293,0.0755825359821999
0.334,0.0827766485273599,-0.148945041060935,0.445004813336959,-1.1787053126637,-0.0927743360847672,4.61675693761487,0.181582689332179,1.00309136243129,0.0679249662650061
0.336,0.0836648504111124,-0.151291810603844,0.443392838482835,-1.17672193694859,-0.0835383676255242,4.66650520230221,0.1760181900932,0.961660852849044,0.0601899698809527
0.338,0.0845498884383551,-0.153634195085837,0.441766947046608,-1.17421081778387,-0.0742049219238063,4.71336303154713,0.170298180693474,0.92410632365068,0.0523829058130553
0.34,0.0854317064317526,-0.155971097109134,0.440131863056824,-1.17117894031611,-0.0647801134818558,4.75738603057576,0.164426614613622,0.890518653304307,0.0445091330443293
0.342,0.0863102587128339,-0.158301460756434,0.438491785752292,-1.16763510935737,-0.0552698066162851,4.79863628810182,0.158407584021685,0.860988720278036,0.0365740105577903
0.344,0.0871855415985859,-0.160624396032341,0.436848815212879,-1.16359540838149,-0.0456788649011877,4.83720182678939,0.152245735835403,0.835607403039979,0.0285828973364539
0.346,0.0880575619048597,-0.162939054421933,0.435204526728715,-1.15907774052775,-0.0360119017250267,4.87317715279014,0.145945855659938,0.814465580058244,0.0205411523633354
0.348,0.0889263264475067,-0.165244587410292,0.433560495589931,-1.15410000893545,-0.0262735304762658,4.90665677225572,0.139512729100455,0.797654129800943,0.0124541346214504
0.35,0.0897918420423782,-0.167540146482498,0.431918297086658,-1.14868011674388,-0.0164683645433685,4.9377351913378,0.132951141762116,0.785262329107977,0.00432720882178598
0.352,0.0906541155053253,-0.169824883123629,0.430279506509026,-1.14283596709233,-0.00660101731479832,4.96650691618804,0.126265879250085,0.777342617370413,-0.00383412858132484
0.354,0.0915131536521994,-0.172097948818767,0.428645699147166,-1.13658546312009,0.00332389782098121,4.99306645295811,0.119461727169525,0.773910596530488,-0.0120242493902032
0.356,0.0923689632988517,-0.174358495052991,0.427018450291208,-1.12994650796646,0.0133017674755066,5.01750830779967,0.112543471125599,0.774980266902227,-0.0202375196791986
0.358,0.0932215512611335,-0.176605673311381,0.425399335231284,-1.12293700477073,0.0233279782603144,5.03992698686439,0.105515896723472,0.780565628799656,-0.0284683055226607
0.36,0.0940709243548961,-0.178838635079017,0.423789929257524,-1.11557485667218,0.033397916786941,5.06041699630393,0.098383789568305,0.790680682536799,-0.0367109729949388
0.362,0.0949170884884478,-0.181056604396643,0.422191191809055,-1.10787925466339,0.043507227979291,5.07906717145619,0.0911520209311124,0.805339428427684,-0.0449598881703828
0.364,0.0957600459399252,-0.183259095527658,0.420601618920988,-1.09987454115002,0.0536525900107405,5.09594366440407,0.083825804746305,0.824555866786335,-0.0532094171233419
0.366,0.096599798079922,-0.185445695291124,0.419019090777433,-1.09158634639102,0.063830939367034,5.11110695641671,0.0764104406141435,0.848343997926778,-0.0614539259281659
0.368,0.0974363462790318,-0.187615990506103,0.417441487562498,-1.08304030064531,0.0740392125339158,5.12461752876325,0.0689112281348888,0.876717822163038,-0.0696877806592042
0.37,0.0982696919078484,-0.189769567991657,0.41586668946029,-1.07426203417184,0.08427434599713,5.13653586271281,0.0613334669088015,0.90968964589325,-0.0779053432988973
0.372,0.0990998363369654,-0.19190601456685,0.414292576654919,-1.06527717722956,0.0945332762424211,5.14692243953454,0.0536824565361426,0.947232815450044,-0.0861008817157755
0.374,0.0999267809369764,-0.194024917050743,0.412717029330493,-1.05611136007739,0.104812939755533,5.15583774049759,0.0459634966171726,0.989281717100546,-0.0942685696644591
0.376,0.100750527078475,-0.196125862262399,0.411137927671119,-1.04679021297429,0.115110273022211,5.16334224687107,0.0381818867521525,1.03576904319599,-0.102402576807659
0.378,0.101571076132056,-0.19820843702088,0.409553151860907,-1.03733936617919,0.125422212528198,5.16949643992413,0.030342926541343,1.08662748608762,-0.110497072808087
0.38,0.102388429468311,-0.200272228145249,0.407960582083965,-1.02778444995102,0.135745694759239,5.17436080092592,0.0224519155850048,1.14178973812665,-0.118546227328454
0.382,0.103202576513581,-0.202316913309265,0.406357610704307,-1.01815163659883,0.146077711223224,5.17798115293703,0.0145142058843631,1.20118849166434,-0.126544210031471
0.384,0.104013458917191,-0.204342533605477,0.404739678805567,-1.00846926663196,0.156415473516623,5.18034468618401,0.00653535904450082,1.26475643905191,-0.134485190579849
0.386,0.104821006384209,-0.206349220981132,0.403101739651288,-0.998766222609889,0.166756248258052,5.18142393268484,-0.00147901092853484,1.33242627264059,-0.1423633386363
0.388,0.105625148619707,-0.208337107383476,0.401438746505011,-0.989071387092059,0.177097302066126,5.18119142445752,-0.00952329002869661,1.40413068478163,-0.150172823863534
0.39,0.106425815328754,-0.210306324759754,0.399745652630276,-0.979413642637926,0.187435901559461,5.17961969352007,-0.0175918642499372,1.47980075143278,-0.157907814310558
0.392,0.107222936216421,-0.212257005057215,0.398017411290625,-0.969821871806945,0.197769313356673,5.17668127189048,-0.0256791195862095,1.55933037150168,-0.165562440911171
0.394,0.108016440987777,-0.214189280223102,0.396248975749598,-0.960324957158569,0.208094804076378,5.17234869158676,-0.033779442031466,1.64257626684589,-0.173130797483964
0.396,0.108806259347894,-0.216103282204664,0.394435299270738,-0.950951781252255,0.218409640337191,5.16659448462689,-0.0418872175796597,1.72939354292948,-0.180606976233824
0.398,0.10959232100184,-0.217999142949147,0.392571335117585,-0.941731226647454,0.228711088757729,5.15939118302889,-0.0499968322247432,1.81963730521651,-0.187985069365637
0.4,0.110374555654687,-0.219876994403796,0.39065203655368,-0.932692175903623,0.238996415956606,5.15071131881076,-0.0581026719606693,1.91316265917106,-0.19525916908429
0.402,0.111152873274026,-0.221737061522185,0.388672065340138,-0.923863184693197,0.249262641662216,5.14051189096212,-0.0661990914745039,2.00982471025719,-0.20242336759467
0.404,0.11192710487753,-0.223579941283203,0.386624917228365,-0.915271501140549,0.259505798042054,5.12868776635914,-0.0742803202257663,2.10947856393898,-0.209471757101663
0.406,0.112697061745395,-0.225406323672062,0.384503796467343,-0.906944046483033,0.269721670373396,5.11511827884961,-0.0823405563670888,2.21197932568049,-0.216398429810155
0.408,0.113462555157817,-0.227216898673976,0.382301907306051,-0.898907741958001,0.279906043933513,5.09968276228132,-0.0903739980511036,2.31718210094578,-0.223197477925033
0.41,0.114223396394991,-0.229012356274162,0.380012453993471,-0.89118950880281,0.290054703999682,5.08226055050206,-0.0983748434304436,2.42494067813612,-0.229862997499358
0.412,0.114979396737113,-0.230793386457832,0.377628640778581,-0.883816268254811,0.300163435849174,5.06273097735962,-0.106337290657741,2.53507855320784,-0.236389173094171
0.414,0.115730367464377,-0.232560679210202,0.375143671910364,-0.876814941551361,0.310228024759263,5.0409733767018,-0.114255537885628,2.64738892967238,-0.242770277778497
0.416,0.116476119856979,-0.234314924516485,0.372550751637799,-0.870212449929812,0.320244256007224,5.01686708237637,-0.122123783266737,2.76166369397836,-0.249000588469537
0.418,0.117216465195115,-0.236056812361896,0.369843084209866,-0.864035714627519,0.330207914870329,4.99029142823114,-0.129936224953701,2.87769473257442,-0.255074382084487
0.42,0.11795121475898,-0.23778703273165,0.367013873875547,-0.858311656881836,0.340114786625853,4.96112574811389,-0.137687061099151,2.99527393190916,-0.260985935540546
0.422,0.118680156811614,-0.239506353255343,0.364056288418697,-0.853065988622572,0.349960185834841,4.92924252630043,-0.145370482037249,3.11419317843121,-0.266729525754914
0.424,0.11940298754744,-0.241215852140102,0.360963349762681,-0.848319584549352,0.359737544193432,4.89448684877864,-0.152980646828261,3.23424435858919,-0.272299429644788
0.426,0.120119380143726,-0.242916685237434,0.357728043365737,-0.844092110054257,0.369439822681536,4.85669695196439,-0.160511706713983,3.35521935883172,-0.277689924127367
0.428,0.120829007777739,-0.24461000839885,0.354343354686105,-0.840403230529368,0.379059982279063,4.81571107227358,-0.167957812936211,3.47691006560741,-0.28289528611985
0.43,0.121531543626746,-0.246296977475858,0.350802269182025,-0.837272611366764,0.388590983965924,4.7713674461221,-0.17531311673674,3.59910765425959,-0.287909805867186
0.432,0.122226660868016,-0.247978748319966,0.347097772311737,-0.834719917958528,0.398025788722028,4.72350430992582,-0.182571769357367,3.72158694470916,-0.292728080152608
0.434,0.122914032678815,-0.249656476782683,0.343222849533479,-0.832764815696738,0.407357357527288,4.67195990010065,-0.189727922039886,3.8441064014547,-0.297345012297628
0.436,0.123593332236412,-0.251331318715518,0.339170486305493,-0.831426969973476,0.416578651361612,4.61657245306246,-0.196775726026092,3.96642377788944,-0.301755518951513
0.438,0.124264232718074,-0.25300442996998,0.334933668086016,-0.830726046180822,0.425682631204912,4.55718020522715,-0.203709332557782,4.08829682740663,-0.305954516763527
0.44,0.124926407301068,-0.254676966397577,0.330505380333289,-0.830681709710857,0.434662258037097,4.49362139301059,-0.210522892876751,4.20948330339951,-0.309936922382936
0.442,0.125579509764536,-0.256350130087677,0.325879006873527,-0.831311694610856,0.443510037094966,4.42574259971204,-0.217210591482883,4.32974095926132,-0.313697652459004
0.444,0.126223116295116,-0.258025308081084,0.32104952500484,-0.832626009548878,0.45221665064286,4.35342379616414,-0.22376674590842,4.44882754838531,-0.317231623640997
0.446,0.126856783681317,-0.259703933656459,0.316012310393316,-0.834632731848176,0.460772325202009,4.2765533000829,-0.230185706943691,4.56650082416471,-0.320533752578179
0.448,0.12748006871165,-0.261387440092464,0.310762738705041,-0.837339938832004,0.469167287293642,4.19501942918433,-0.236461825379027,4.68251853999276,-0.323598955919817
0.45,0.128092528174628,-0.263077260667761,0.305296185606102,-0.840755707823617,0.477391763438989,4.10871050118442,-0.242589452004758,4.79663867556047,-0.326422176430476
0.452,0.128693718858759,-0.264774828661014,0.299608026762586,-0.844888116146267,0.485435980159278,4.01751483379919,-0.248562937611214,4.90862441540734,-0.328998957526668
0.454,0.129283197552556,-0.266481577350882,0.29369363784058,-0.849745241123209,0.493290163975741,3.92132074474464,-0.254376632988725,5.01824414892135,-0.331325443276846
0.456,0.129860521044529,-0.26819894001603,0.287548394506169,-0.855335160077696,0.500944541409605,3.82001655173678,-0.260024888927621,5.12526649178825,-0.333397803864766
0.458,0.130425246123188,-0.269928349935118,0.281167672425442,-0.861665950332982,0.508389338982099,3.71349057249161,-0.265502056218233,5.2294600596938,-0.335212209474182
0.46,0.130976929577046,-0.271671240386809,0.274546847264483,-0.868745689212321,0.515614783214455,3.60163112472513,-0.270802485650891,5.33059346832374,-0.336764830288851
0.462,0.131515122674883,-0.273429048526095,0.267682284161147,-0.87658014923088,0.522610961921756,3.484349882967,-0.275920628728546,5.42843533336382,-0.338051836492528
0.464,0.132039354606568,-0.275203227013288,0.260574306140355,-0.885165883671487,0.529367408094516,3.36165194900147,-0.280851339804636,5.5227542704998,-0.339069398268969
0.466,0.132549149042238,-0.276995232385029,0.253224225698793,-0.894497141008883,0.535873516017102,3.23356578142644,-0.285589573945221,5.61331889541742,-0.339813685801929
0.468,0.133044029652032,-0.278806521177962,0.245633355333148,-0.904568169717807,0.542118679973883,3.10011983883979,-0.290130286216361,5.69989782380244,-0.340280869275165
0.47,0.13352352010609,-0.280638549928728,0.237803007540108,-0.915373218273002,0.548092294249227,2.96134257983943,-0.294468431684115,5.78226104470774,-0.340467158581026
0.472,0.133987144074549,-0.282492775173968,0.22973449481636,-0.926906535149207,0.553783753127503,2.81726246302325,-0.298598965414544,5.86021013463037,-0.340369676909587
0.474,0.134434425227548,-0.284370653450326,0.22142912965859,-0.939162368821165,0.559182450893078,2.66790794698915,-0.302516842473706,5.93357825751157,-0.339986460748639
0.476,0.134864887235225,-0.286273641294443,0.212888224563487,-0.952134967763616,0.564277781830322,2.51330749033502,-0.306217017927661,6.00219995065967,-0.339315586294571
0.478,0.13527805376772,-0.288203195242961,0.204113092027736,-0.9658185804513,0.569059140223603,2.35348955165875,-0.30969444684247,6.06590975138305,-0.338355129743772
0.48,0.135673448495171,-0.290160771832522,0.195105044548026,-0.980207455358959,0.573515920357288,2.18848258955825,-0.312944084284191,6.12454219699006,-0.33710316729263
0.482,0.136050613124219,-0.292147785862076,0.185866760772478,-0.995293584367209,0.577637915739765,2.01834549883388,-0.315961077090156,6.17793182478906,-0.335557775137533
0.484,0.136409161507521,-0.294165485179804,0.176406383954949,-1.01105993298016,0.58141651677549,1.84325891909593,-0.318741339182788,6.2259131720884,-0.333717029474872
0.486,0.136748725534233,-0.296215075896196,0.166733423500731,-1.02748721010781,0.584843513092938,1.66343392615713,-0.321280976255779,6.26832077619645,-0.331579006501033
0.488,0.137068937093515,-0.298297764121742,0.156857388815117,-1.04455612466015,0.587910694320583,1.47908159583024,-0.323576094002822,6.30498917442156,-0.329141782412407
0.49,0.137369428074525,-0.300414755966929,0.146787789303399,-1.06224738554715,0.590609850086902,1.29041300392801,-0.325622798117612,6.33575534206678,-0.326403483791591
0.492,0.137649830366421,-0.302567257542249,0.136534134370868,-1.08054170167882,0.592932770020367,1.09763922626319,-0.327417194293841,6.36051232831295,-0.323363396104008
0.494,0.137909775858362,-0.304756474958189,0.126105933422816,-1.09941978196514,0.594871243749455,0.900971338648533,-0.328955388225203,6.37920925621873,-0.320021963697907
0.496,0.138148896439506,-0.30698361432524,0.115512695864536,-1.1188623353161,0.59641706090264,0.70062041689678,-0.330233485605392,6.39179768683746,-0.316379681307744
0.498,0.138366823999011,-0.309249881753891,0.104763931101319,-1.13885007064169,0.597562011108397,0.496797536820686,-0.331247592128101,6.39822918122248,-0.312437043667977
0.5,0.138563190426036,-0.31155648335463,0.0938691485384584,-1.15936369685189,0.598297883995201,0.289713774233,-0.331993813487023,6.39845530042713,-0.308194545513062
0.502,0.138737669724658,-0.313904542348185,0.0828388992714302,-1.18038206424372,0.598617415322112,0.0796044594007916,-0.332468546132145,6.39242760550476,-0.303652681577459
0.504,0.138890104358635,-0.316294850396228,0.0716879011564533,-1.20187658866223,0.598517125370533,-0.133198059591594,-0.332669349538622,6.38009765750869,-0.298811946595623
0.506,0.13902037890664,-0.318728116270669,0.0604319137399314,-1.22381682733946,0.597994480552454,-0.348337180205493,-0.332594073937901,6.36141701749228,-0.293672835302011
0.508,0.139128377947349,-0.321205048743418,0.0490866965682683,-1.24617233750749,0.597046947279863,-0.565456299902241,-0.332240569561432,6.33633724650886,-0.288235842431083
0.51,0.139213986059437,-0.323726356586385,0.0376680091878677,-1.26891267639839,0.59567199196475,-0.784198816143172,-0.331606686640661,6.30481295108159,-0.282501517075355
0.512,0.139277087821581,-0.326292748571479,0.0261916111451333,-1.2920074012442,0.593867081019103,-1.00420812638962,-0.330690275407037,6.26686878353925,-0.276471658562757
0.514,0.139317567812455,-0.328904933470611,0.014673261986469,-1.31542606927701,0.591629680854911,-1.22512762810293,-0.329489186092009,6.22259944201628,-0.270149316456624
0.516,0.139335310610734,-0.33156362005569,0.00312872125827848,-1.33913823772886,0.588957257884164,-1.44660071874443,-0.328001268927023,6.17210267011693,-0.263537594678356
0.518,0.139330200795094,-0.334269517098626,-0.00842625149303455,-1.36311346383182,0.58584727851885,-1.66827079577546,-0.326224374143527,6.11547621144544,-0.25663959714935
0.52,0.13930212294421,-0.337023333371329,-0.0199758967210663,-1.38732130481796,0.582297209170958,-1.88978125665735,-0.324156351972971,6.05281780960605,-0.249458427791006
0.522,0.13925101378846,-0.339825664837193,-0.0315044928912468,-1.41173018465712,0.578305753802084,-2.11077061140356,-0.321795425092001,5.98422520820302,-0.241997190524721
0.524,0.139177018665036,-0.342676656225553,-0.0429964705163413,-1.43630399427029,0.573876566572257,-2.33085782023604,-0.319141305958057,5.90979615084058,-0.234258989271894
0.526,0.139080335062829,-0.345576339457226,-0.0544362981209488,-1.46100549131625,0.569014539191111,-2.54965695592886,-0.316194079473782,5.82962838112298,-0.226246927953923
0.528,0.138961160470735,-0.34852474645303,-0.0658084442296682,-1.48579743345375,0.56372456336828,-2.7667820912561,-0.312953830541815,5.74381964265446,-0.217964110492206
0.53,0.138819692377645,-0.351521909133784,-0.0770973773670985,-1.51064257834158,0.5580115308134,-2.98184729899184,-0.309420644064796,5.6524704933271,-0.209413690225229
0.532,0.138656128272454,-0.354567859420306,-0.0882875660578388,-1.53550368363851,0.551880333236106,-3.19446665191013,-0.305594604945367,5.55574621965313,-0.200599957084456
0.534,0.138470665644054,-0.357662629233414,-0.0993634788264879,-1.5603435070033,0.545335862346031,-3.40425422278506,-0.301475798086167,5.45387683676488,-0.191528337594333
0.536,0.13826350198134,-0.360806250493925,-0.110309584197645,-1.58512480609473,0.538383009852813,-3.61082408439069,-0.297064308389838,5.34709517408255,-0.182204307696392
0.538,0.138034834773204,-0.36399875512266,-0.121110350695909,-1.60981033857158,0.531026667466084,-3.81379030950111,-0.292360220759019,5.23563406102632,-0.172633343332164
0.54,0.13778486150854,-0.367240175040434,-0.131750246845879,-1.6343628620926,0.52327172689548,-4.01276697089038,-0.287363620096352,5.11972632701637,-0.162820920443182
0.542,0.137513819346187,-0.370530418299637,-0.142214951336071,-1.65874516158726,0.515124159313241,-4.20738883748073,-0.282075001441975,4.99960480147291,-0.152772514970978
0.544,0.137222104124766,-0.373868897478933,-0.152494983510677,-1.68292013106771,0.506594253742027,-4.39737346278699,-0.276496500386029,4.8755023138161,-0.142493602857082
0.546,0.136910151352842,-0.377254901288556,-0.162582072877805,-1.70685069181677,0.4976933786671,-4.58245909647217,-0.270630662656152,4.74765169346614,-0.131989660043027
0.548,0.136578396538982,-0.380687718438741,-0.172467948945563,-1.7304997651173,0.488432902573727,-4.76238398819923,-0.264480033979983,4.61628576984322,-0.121266162470345
0.55,0.136227275191754,-0.384166637639721,-0.182144341222059,-1.75383027225211,0.47882419394717,-4.93688638763118,-0.25804716008516,4.48163915858677,-0.110328622685537
0.552,0.135857222819721,-0.387690947601732,-0.191602979215402,-1.77680513450405,0.468878621272694,-5.10570454443101,-0.251334586699321,4.34398755837929,-0.0991833951493888
0.554,0.135468674931452,-0.391259937035006,-0.2008355924337,-1.79938727315595,0.458607553035564,-5.2685767082617,-0.244344859550107,4.20364775094631,-0.0878376762369726
0.556,0.135062067035513,-0.394872894649779,-0.209833910385063,-1.82153960949064,0.448022357721043,-5.42524112878624,-0.237080524365155,4.0609383042326,-0.0762986989283295
0.558,0.134637834640469,-0.398529109156285,-0.218589662577597,-1.84322506479096,0.437134403814396,-5.57543605566763,-0.229544126872104,3.91617778618295,-0.0645736962035002
0.56,0.134196413254887,-0.402227869264758,-0.227094578519411,-1.86440656033974,0.425955059800888,-5.71889973856886,-0.221738212798593,3.76968476474215,-0.0526699010425259
0.562,0.133738250316875,-0.405968355387703,-0.23534195159511,-1.88504854721931,0.414496169437685,-5.85541015007495,-0.213665715057457,3.62177780785499,-0.0405945464254475
0.564,0.133263840982706,-0.409749314746709,-0.243331330695278,-1.90512159570993,0.402771477569566,-5.98490415445914,-0.205331115302327,3.47277548346625,-0.0283548653323066
0.566,0.132773692338194,-0.413569386265638,-0.251063828586997,-1.92459780589138,0.390795204313212,-6.1073583389167,-0.196739282372025,3.32299635952072,-0.0159580907431428
0.568,0.132268311469153,-0.417427208868348,-0.258540558037348,-1.9434492778434,0.378581569785306,-6.2227492906429,-0.187895085105377,3.17275900396318,-0.00341145563799783
0.57,0.131748205461399,-0.4213214214787,-0.26576263181341,-1.96164811164578,0.366144794102528,-6.33105359683301,-0.17880339234121,3.02238167441344,0.0092777864023304
0.572,0.131213881400745,-0.425250663020555,-0.272731162682265,-1.97916640737826,0.353499097381561,-6.43224784468231,-0.169469072918349,2.87217549101695,0.0221019079796318
0.574,0.130665846373006,-0.429213572417772,-0.279447263410993,-1.99597626512061,0.340658699739086,-6.52630862138607,-0.159896995675619,2.72244443644478,0.0350527078782843
0.576,0.130104607463996,-0.433208788594212,-0.285912046766676,-2.0120497849526,0.327637821291785,-6.61321251413956,-0.150092029451845,2.57349218304302,0.0481219642819086
0.578,0.129530671759529,-0.437234950473734,-0.292126625516393,-2.02735906695398,0.31445068215634,-6.69293611013805,-0.140059043085854,2.42562240315776,0.0613014553741258
0.58,0.128944546345421,-0.441290696980201,-0.298092112427227,-2.04187621120452,0.301111502449431,-6.76545599657682,-0.12980290541647,2.27913876913511,0.0745829593385565
0.582,0.128346725767064,-0.445374601787983,-0.303810503385979,-2.05557609280869,0.287634181263841,-6.83078866730938,-0.119328792993788,2.13434495332115,0.0879582543588217
0.584,0.12773765440817,-0.449484977573507,-0.309287326758345,-2.0684446869698,0.274031333596752,-6.88911024282223,-0.108643113212977,1.99154462806198,0.101419118618542
0.586,0.127117764112027,-0.45362007176371,-0.314528994029739,-2.08047074391588,0.260315253421443,-6.94063675026012,-0.0977525811804779,1.85104146570369,0.114957330301339
0.588,0.126487486721924,-0.457778131785531,-0.319541916685578,-2.09164301387495,0.246498234711198,-6.98558421676778,-0.0866639120027281,1.71313913859239,0.128564667590833
0.59,0.125847254081152,-0.461957405065908,-0.324332506211278,-2.10195024707502,0.232592571439298,-7.02416866948996,-0.0753838207861668,1.57814059382669,0.142232901136921
0.592,0.125197498033,-0.466156139031779,-0.328907174092256,-2.11138119374413,0.218610557579024,-7.0566061355714,-0.0639190226372329,1.44633209781334,0.155953628313854
0.594,0.124538650420756,-0.470372581110081,-0.333272331813927,-2.1199246041103,0.204564487103657,-7.08311264215686,-0.0522762326623652,1.31798323626719,0.169718273220238
0.596,0.123871143087712,-0.474604978727753,-0.337434390861708,-2.12756922840154,0.190466653986479,-7.10390421639105,-0.0404621659680028,1.19336286965564,0.183518252420956
0.598,0.123195407877155,-0.478851579311733,-0.341399762721014,-2.13430381684589,0.176329352200772,-7.11919688541875,-0.0284835376605844,1.07273985844607,0.197344982480888
0.6,0.122511876632376,-0.483110630288959,-0.345174858877262,-2.14011711967136,0.162164875719816,-7.12920667638467,-0.016347062846549,0.956383063105873,0.211189879964917
0.602,0.121820959958267,-0.487380374875268,-0.348766077493782,-2.14500121591977,0.147984625825172,-7.13416687655754,-0.00405965535588823,0.844561344102437,0.225044361437925
0.604,0.121122983506131,-0.491659039442087,-0.352179763445557,-2.14896149988819,0.13379643303151,-7.13437981370193,0.0083709760871945,0.737543561903149,0.238899843464794
0.606,0.120418251688874,-0.495944846149744,-0.355422248285485,-2.15200669468744,0.119607235161779,-7.13016507570638,0.0209369240349431,0.635598576975398,0.252747742610405
0.608,0.119707068919404,-0.500236017158565,-0.358499863566462,-2.15414552342839,0.105423970038927,-7.12184225045942,0.0336302810396013,0.538995249786574,0.26657947543964
0.61,0.118989739610625,-0.504530774628877,-0.361418940841386,-2.15538670922188,0.0912535754859025,-7.10973092584961,0.0464431396534129,0.447995861036032,0.280386457414002
0.612,0.118266568175445,-0.508827340721008,-0.364185811663154,-2.15573897517876,0.0771029893256549,-7.09415068976548,0.0593675924286219,0.362711356758427,0.294160078617269
0.614,0.11753785902677,-0.513123937595283,-0.366806807584663,-2.15521104440988,0.0629791493811327,-7.07542113009557,0.0723957319174721,0.283101348323708,0.307891703755491
0.616,0.116803916577506,-0.517418787412029,-0.369288260158811,-2.15381164002609,0.0488889934752842,-7.05386183472843,0.0855196506722072,0.209118867333793,0.321572696431344
0.618,0.11606504524056,-0.521710112331574,-0.371636500938494,-2.15154948513824,0.0348394594310583,-7.02979239155259,0.098731441245071,0.1407169453906,0.335194420247498
0.62,0.115321549428837,-0.525996134514245,-0.37385786147661,-2.14843330285717,0.0208374850714036,-7.0035323884566,0.112023196188308,0.0778486140960487,0.348748238806628
0.622,0.114573715789396,-0.530275130765803,-0.375958339393322,-2.14447437313379,0.00688907094320419,-6.97538861163925,0.125386910096652,0.0204669050520563,0.362225515711406
0.624,0.113821759905897,-0.534545596473761,-0.377942596577852,-2.1396942032792,-0.00700353151091341,-6.94561664054041,0.138814185734804,-0.0314751501394583,0.375617614564504
0.626,0.113065879596152,-0.538806081671064,-0.379814960986691,-2.13411685744457,-0.0208390081243872,-6.91445925291021,0.152296527909954,-0.0780245198765769,0.388915898968597
0.628,0.112306272677976,-0.543055136390659,-0.381579760576329,-2.12776639978106,-0.0346160447306552,-6.88215922649875,0.165825441429295,-0.119228172557381,0.402111732526356
0.63,0.111543136969179,-0.547291310665494,-0.383241323303253,-2.12066689443984,-0.0483333271631553,-6.84895933905616,0.179392431100017,-0.155121532811528,0.415196478956561
0.632,0.110776670287574,-0.551513154528516,-0.384803977123954,-2.11284240557206,-0.0619895412553256,-6.81510236833256,0.192989001729311,-0.185474518594901,0.428161504648453
0.634,0.110007070450975,-0.55571921801267,-0.386272049994921,-2.10431699732888,-0.075583372840604,-6.78083109207808,0.206606658124368,-0.209791541189614,0.440998178661732
0.636,0.109234535277192,-0.559908051150905,-0.387649869872644,-2.09511473386147,-0.0891135077524285,-6.74638828804284,0.220236905092381,-0.227565468109354,0.453697870172204
0.638,0.108459262584039,-0.564078203976167,-0.388941764713611,-2.08525967932099,-0.102578631824237,-6.71201673397695,0.233871247440539,-0.238289166867808,0.466251948355676
0.64,0.107681450189328,-0.568228226521402,-0.390152062474312,-2.0747758978586,-0.115977430889468,-6.67795920763054,0.247501189976035,-0.241455504978665,0.478651782387956
0.642,0.106901280177432,-0.572356776438428,-0.391285221803077,-2.06369019412873,-0.12930895112618,-6.64441359529921,0.261118205521659,-0.236557349955612,0.490888741444851
0.644,0.106118871698962,-0.576462941854541,-0.392346224115602,-2.05204033479884,-0.142573680090923,-6.6113982174605,0.274713638962602,-0.223087569312336,0.502954194702167
0.646,0.105334328171091,-0.580545918515906,-0.393340181519423,-2.03986682703966,-0.155772465684864,-6.57888650313743,0.288278803199655,-0.200539030562526,0.514839511335712
0.648,0.104547753010992,-0.584604902168689,-0.394272206122076,-2.02721017802192,-0.168906155809173,-6.54685188135302,0.30180501113361,-0.168404601219868,0.526536060521292
0.65,0.103759249635835,-0.588639088559056,-0.395147410031097,-2.01411089491636,-0.18197559836502,-6.51526778113028,0.315283575665257,-0.126232656867611,0.538035212303841
0.652,0.102968921462795,-0.592647673433173,-0.395970905354023,-2.00060948489371,-0.194981641253574,-6.48410763149224,0.328705809695388,-0.0748482586888803,0.549328356718172
0.654,0.102176871909041,-0.596629852537206,-0.396747804198389,-1.98674645512469,-0.207925132376004,-6.45334486146191,0.342063026124792,-0.0163531534666833,0.560406903788983
0.656,0.101383204391748,-0.60058482161732,-0.397483218671733,-1.97256231278004,-0.22080691963348,-6.42295290006231,0.355346537854263,0.0470954039464146,0.571262264410096
0.658,0.100588022328087,-0.604511776419681,-0.398182260881589,-1.95809756503048,-0.233627850927171,-6.39290517631647,0.368547657784589,0.113340158697847,0.581885849475335
0.66,0.09979142913523,-0.608409912690456,-0.398850042935495,-1.94339271904675,-0.246388774158247,-6.36317511924741,0.381657698816563,0.180223855935049,0.592269069878522
0.662,0.0989935152883689,-0.612278529610123,-0.399491267103209,-1.92848512304073,-0.259090308771159,-6.33372216919861,0.394667973002107,0.245589240805454,0.602403336513479
0.664,0.0981943194947723,-0.616117340096418,-0.400108996303379,-1.91339948938888,-0.271732160383482,-6.30444981179548,0.407569788997668,0.307279058456496,0.612280060274029
0.666,0.0973938675197284,-0.619926160501391,-0.400705883616875,-1.89815737150883,-0.284313806156077,-6.2752475439839,0.420354454610824,0.363136054035609,0.621890652053995
0.668,0.0965921851285253,-0.62370480717709,-0.401284582124567,-1.8827803228182,-0.2968347232498,-6.24600486270974,0.433013277649155,0.411002972690227,0.631226522747198
0.67,0.0957892980864512,-0.627453096475566,-0.401847744907326,-1.8672898967346,-0.309294388825511,-6.21661126491889,0.445537565920239,0.448820634317907,0.640279087577837
